emotion_en,sentence_en,emotion_de,sentence_de
happiness,Chatting with matt from mercy mercedes lol.,Freude,Chatten Sie mit Matt aus Mercy Mercedes lol.
love,@dopegirlfresh YAY!!  I was supposed to be there next weekend. But its off now.   But I'ma make it out there...I &lt;3 Philly.,Vertrauen,@dopegirlfresh yay !!Ich sollte nächstes Wochenende dort sein.Aber es ist jetzt los.Aber ich bin es da draußen ... i & lt; 3 Philly.
neutral,anybody wanna comment me?  http://fotolog.com/sokristen,Unklar,Möchte mich jemand kommentieren?http://fotolog.com/sokristen
worry,not eating lunch with my wife like I wanted to,Angst,"kein Mittagessen mit meiner Frau zu essen, wie ich wollte"
worry,@Peddlee Haha... How could u? dun eat properly rt? see lar~ Go take medicine,Angst,@Peddlee haha ... wie könntest du?nicht richtig Rt essen?siehe lar ~ Geh und medizinische Medizin nehmen
worry,i feel less than nothin'.. lower than zero..,Angst,Ich fühle mich weniger als nichts. niedriger als Null ..
sadness,@ShebaBaby should be a rebroadcast of last weeks Pacquiao-Hatton fight. Don't plan your night around it.  I've said too much already.,Traurigkeit,@Shebaby sollte ein Neubroadcast des Pacquiao-Hatton-Kampfes der letzten Wochen sein.Planen Sie Ihre Nacht nicht um sie.Ich habe schon zu viel gesagt.
happiness,wants to go to walmart. but won't go alone,Freude,will nach Walmart gehen.wird aber nicht alleine gehen
worry,it's the weekend but 9 year old is grounded which makes me grounded too,Angst,"Es ist das Wochenende, aber 9 -Jähriger ist geerdet, was mich auch geerdet macht"
worry,A little bit of good news.,Angst,Ein bisschen gute Nachrichten.
sadness,@Impala_Guy Would luv to hear music too but iï¿½m out of batteries - the tv plays besides but i think this is some kind of vampire movie,Traurigkeit,"@Impala_guy würde gerne auch Musik hören, aber ich habe die Batterien heraus - der Fernseher außerhalb, aber ich denke, das ist eine Art Vampirfilm"
neutral,@BonesNeko_UK That sucks! I had my exams be4 half term so It's all good. Although they were major subjects now I have languages and stuff,Unklar,"@Bonesneko_uk das ist scheiße!Ich hatte meine Prüfungen als halbe Amtszeit, also ist alles gut.Obwohl sie jetzt Hauptfächer waren, habe ich Sprachen und Dinge"
neutral,"ï¿½ï¿½h. iï¿½m gonna go in the &quot;big&quot; house now, borrow my sis guitar and play and maybe write",Unklar,"° C.Ich werde in die ""Big"" gehen.Haus jetzt, leihen Sie sich meine Schwestergitarre aus und spielen Sie und schreiben Sie vielleicht"
hate,@PRGabbi Y?!?!?!? i would rather punch someone,Ekel,@Prgabbi y?!?!?!?Ich würde lieber jemanden schlagen
worry,"Waiting for the sun to come back! School called, Joey has a sore throat  I WANT SUMMER!! ..off to make some lunch. LOVE TO ALLLLLLLLLLLLL!",Angst,"Ich warte darauf, dass die Sonne zurückkommt!Schule angerufen, Joey hat Halsschmerzen Ich will Sommer !!..off, um etwas Mittagessen zu machen.Liebe zu allen LLLlllllllll!"
neutral,@grabrielRossi which one? On Sportv ? Will connect righ the way,Unklar,@grabrielrossi welches?Auf Sportv?Verbindet den Weg den Weg
neutral,"Gmorning   ooh giirll, Mondays",Unklar,"Guten Morgen ooh Mädchen, montags"
neutral,still page one on Google   still cant quite believe it   not spent a cent to get to page One..... Wow what next...Mmmmmm,Unklar,"NOCH SEITE 1 auf Google kann immer noch nicht glauben, dass es nicht einen Cent verbracht hat, um auf Seite eins zu gelangen ..... wow was als nächstes ... mmmmmm"
happiness,@promisetangeman you are such a beautiful bride! you're gonna love the married life. it absolutely rocks! congrats to you both.,Freude,@promisetangeman du bist so eine schöne Braut!Du wirst das Eheleben lieben.Es rockt absolut!Herzlichen Glückwunsch an euch beide.
neutral,@bradfordshimp The least I can do for you is re-tweet it when it's ready. So @ me  Mine is http://bit.ly/xPvT7 - I talk about viral tweets,Unklar,"@BradfordShimp, das mindestens ich für Sie tun kann, ist es erneut zu tweeten, wenn es fertig ist.Also @ me mine ist http://bit.ly/xpvt7 - Ich spreche über virale Tweets"
surprise,"really cant be bothered going to work tonigh, its too nice to be stuck inside",Überraschung,"Es kann sich wirklich nicht darum kümmern, heute Abend zur Arbeit zu gehen, es ist zu schön, um drinnen festzuhalten"
sadness,@brran1 that really sucks - I think I might cry if I skipped over anything important I don't have. Comps are getting to be disposable,Traurigkeit,"@brran1 das ist wirklich scheiße - ich denke ich könnte weinen, wenn ich etwas Wichtiges übersprungen würde, das ich nicht habe.Comps können verfügbar sein"
hate,@c0oki3 u think u have bills Ha!Ii just finished paying mine that's y I'm broke,Ekel,"@C0OKI3 Du denkst, du hast Rechnungen ha! Ich habe gerade fertig mit meiner gezahlt. Ich bin pleite, ich bin pleite"
worry,homeee! my feet are sore,Angst,Heimat!meine Füße sind wund
worry,@jerrytaft Can you talk to my hubby @actonm and convince him that that's a great present for ALL mommies???,Angst,"@Jerrytaft kannst du mit meinem Ehemann @actonm sprechen und ihn davon überzeugen, dass das ein großartiges Geschenk für alle Mamas ist?"
sadness,"im just dreamin out loud, i cant have you for mine and i know it",Traurigkeit,"Ich träume nur laut, ich kann dich nicht für meine haben und ich weiß es"
neutral,"My copy shipped Friday, if it shows up today, I'll tune in.",Unklar,"Mein Kopie wurde am Freitag ausgeliefert, wenn es heute auftaucht, werde ich mich einschalten."
neutral,"Off to work again. Yo ho, Yo ho, another day at the hell hole",Unklar,"Wieder zur Arbeit.Yo ho, yo ho, ein weiterer Tag im Höllenloch"
happiness,@DonnieWahlberg  &quot;donnie rocks&quot; if u could only here it my 2year old runs around every where sayin &quot;donnie rocks&quot;,Freude,"@Donniewahlberg & quot; Donnie Rocks & quot;Wenn du es nur hier könntest, rennt meine 2 -Jahres -alte um jeden Ort, in dem Donnie Rocks & quot;"
neutral,"@travispoling If you click on Settings, there is a link to the public timeline at the bottom of that page.",Unklar,"@Travispoling Wenn Sie auf Einstellungen klicken, befindet sich am Ende dieser Seite ein Link zur öffentlichen Zeitachse."
love,"@CassieScerbo: 'Bring it on: In it to win it' is the BEST movie ever!!  U are the best actress, singer, dancer and role model ever&lt;33 xoxo",Vertrauen,"@Casiscerbo: 'Bring it on: darin, um es zu gewinnen' ist der beste Film aller Zeiten !!U sind die beste Schauspielerin, Sängerin, Tänzerin und Vorbild aller Zeiten & lt; 33 xoxo"
worry,so much to do by 1 pm. i don't think i'm going to get it all done,Angst,"So viel zu tun bis 13 Uhr.Ich glaube nicht, dass ich alles erledigen werde"
neutral,@BadAstronomer what are these ones called?   http://twitpic.com/4wauk,Unklar,@Badastronomer Wie heißt diese?http://twitpic.com/4wauk
neutral,@Rosie_G_Yo oh I wuld go w/ you..... im takn off to class right now. boo,Unklar,@Rosie_g_yo oh ich würde mit/ du gehen ..... ich bin gerade zum Unterricht genommen.Boo
neutral,"This is my favourite shirt, because its true.  &lt;3 grumpy.    a) cute  b) huggable  c) life of the party  (d)... http://tinyurl.com/q7eax7",Unklar,"Dies ist mein Lieblingshemd, weil es wahr ist.& lt; 3 mürrisch.a) süß b) huggable c) Leben der Party (d) ... http://tinyurl.com/q7eAX7"
love,Can't wait for this weekend...I need a break,Vertrauen,Ich kann dieses Wochenende kaum erwarten ... Ich brauche eine Pause
worry,i wish people would leave jon &amp; kate alone  i really like that show,Angst,"Ich wünschte, die Leute würden Jon & amp;Kate allein mag ich diese Show wirklich"
neutral,Please visit http://vzerohost.com/info and sign up to alpha test a image hosting service!,Unklar,Bitte besuchen Sie http://vzerohost.com/info und melden Sie sich bei Alpha einen Image -Hosting -Service an!
worry,@MrMiistro that's good. Im ok aye!!! a little stressed but fine,Angst,"@Mrmiistro das ist gut.Ich bin ok aye !!!ein wenig gestresst, aber gut"
neutral,Anybody else think that #win7 is pretty much Vista SP2?,Unklar,"Hat noch jemand denkt, dass #Win7 so ziemlich Vista SP2 ist?"
worry,@NB82 aww sorry ot hear that  least its work though!,Angst,"@Nb82 aww tut mir leid, dass das am wenigsten seine Arbeit!"
neutral,@CareFtw *points at Facebook message*,Unklar,@Careftw *Punkte auf Facebook -Nachricht *
happiness,staring at the sunshine through my office window!,Freude,Starrt auf den Sonnenschein durch mein Bürofenster!
worry,head hurts and I feel sick  and I have to go to work tomorrow,Angst,Kopf tut weh und ich fühle mich krank und ich muss morgen zur Arbeit gehen
happiness,"Dear journal, i had sex with earl tonight. It was the most amazing thirty seconds of my life!",Freude,"Lieber Tagebuch, ich hatte heute Abend Sex mit Earl.Es war die erstaunlichsten dreißig Sekunden meines Lebens!"
happiness,@elliottng congrats! My wife would oppose live tweeting birth too I'm sure,Freude,@elliottng herzlichen Glückwunsch!Meine Frau würde sich auch Live -Twitterung der Geburt widersetzen
neutral,i just reading a magazine,Unklar,Ich lese gerade eine Zeitschrift
happiness,Happy Mothers Day to all of the moms out there,Freude,Glücklicher Muttertag an alle Mütter da draußen
happiness,@captainboots  YOU'RE FAKING IT! Hahaha...I kid.,Freude,@captainboots du täuschst es!Hahaha ... ich Kind.
worry,CREDIT CARDS ARE NO FUN WHEN THEY ARE MAXED OUT!!!!,Angst,"Kreditkarten machen keinen Spaß, wenn sie maximiert sind !!!!"
neutral,I say it's in the cards.,Unklar,"Ich sage, es liegt in den Karten."
worry,@JonKress perhaps she will start including #magic in all of her tweets now too. BTW... you didn't write #magic in ur tweet to me.,Angst,@Jonkress vielleicht wird sie jetzt auch #magic in all ihren Tweets einbeziehen.Übrigens ... Sie haben mir nicht #Magic in Ihrem Tweet geschrieben.
sadness,@JonathanRKnight understands you it's long the 6 hour,Traurigkeit,"@Jonathanrknight versteht dich, es ist lang die 6 Stunden"
neutral,@TheEllenShow,Unklar,@Theellenshow
worry,I feel bad for John and Kate. And the 8.,Angst,Ich fühle mich schlecht für John und Kate.Und die 8.
enthusiasm,@sarahbellum Your not alone,Antizipation,@sarahbellum du bist nicht allein
neutral,@nicsknots It's lying,Unklar,@nicsknots Es lügt
neutral,@mhawthorne19 Oh no! I totally forgot he played today.,Unklar,"@Mhawthorne19 Oh nein!Ich habe total vergessen, dass er heute gespielt hat."
enthusiasm,@maryegilmore Ready! Its raining in Miami though  Go Cavs right?,Antizipation,"@maryegilmore bereit!Es regnet in Miami, aber go Cavs oder?"
love,"@claudiajordan Nice! Elise rolled out  Thas wassup! Have fun, ladies!",Vertrauen,"@claudiajordan schön!Elise rollte aus dem Wassup aus!Viel Spaß, meine Damen!"
hate,don't want to go!!!,Ekel,Willst du nicht gehen !!!
sadness,@dannywood BTW I STILL can't believe how Awesome the NEWJABBAKIDZ performance was...U in the masks..I screamed at my pc,Traurigkeit,"@dannywood übrigens Ich kann immer noch nicht glauben, wie großartig die Newjabbakidz -Leistung war ... U in den Masken ... ich habe meinen PC angeschrien"
sadness,@lilyroseallen britains got talent is rather disappointing this year,Traurigkeit,@lilyroseAllen Britains Got Talent ist in diesem Jahr ziemlich enttäuschend
sadness,@TheSvilleNews http://twitpic.com/67kb6 - Sad day!  What a great guy and enthusiastic teacher.,Traurigkeit,@TheSvillenews http://twitpic.com/67KB6 - Trauriger Tag!Was für ein großartiger Kerl und begeisterter Lehrer.
sadness,well fuck- this new pain med has an odd warning that actually applies to me. i can't take this. -chan is displeased.,Traurigkeit,"Nun, verdammt noch mal, dieses neue Schmerzmittel hat eine seltsame Warnung, die für mich tatsächlich gilt.Ich kann das nicht nehmen.-Chan ist unzufrieden."
worry,Spent the night finally relaxing with Nogard on WoW after finishing some work Needed to take a small break from art. I really missed this,Angst,"Ich verbrachte die Nacht damit, sich endlich mit Nogard auf Wow zu entspannen, nachdem er einige Arbeiten beendet hatte, die erforderlich waren, um eine kleine Pause von der Kunst einzulegen.Ich habe das wirklich verpasst"
worry,@DRESINATRA that's dope!  stay out of trouble,Angst,@Dresinatra das ist Dope!halt dich aus allem Ärger raus
love,"@AlicePalice thanks lovely, will let you know when its up and ready! The baby havs are gorgeous, I want something to put in them  x",Vertrauen,"@Alicepalice Danke Schöne, werde Sie wissen, wann und bereit ist!Das Baby ist wunderschön, ich möchte, dass etwas hineingebracht wird x"
happiness,aww my son gave me a purple g shock for mother's day,Freude,"Aww, mein Sohn gab mir einen lila G -Schock für den Muttertag"
love,@wude72 @boulderdiaries Thank you!,Vertrauen,@wude72 @boulderdiaries danke!
neutral,says somebody n e body please!,Unklar,Sagt jemand bitte und bitte!
sadness,I'm feeling so frustrated...I just can't get things to work!!,Traurigkeit,Ich fühle mich so frustriert ... Ich kann die Dinge einfach nicht zum Laufen bringen !!
love,@thewildjoker I selected 4 people today out of my list. Out of 300 or so I picked the 4 that made me laugh!,Vertrauen,"@Thewildjoker Ich habe heute 4 Personen aus meiner Liste ausgewählt.Von 300 oder so habe ich die 4 ausgewählt, die mich zum Lachen brachte!"
happiness,"Finally, a beautiful, sunny day in Atlanta. Too bad I'm stuck inside working...",Freude,"Schließlich ein schöner, sonniger Tag in Atlanta.Schade, dass ich im Arbeiten stecke ..."
neutral,"Guys Richard fleeshman got twitter, FOLLOW HIM  @RFleeshman",Unklar,"Leute Richard Fleesman haben Twitter, folgen Sie ihm @rfleeshman"
sadness,@OGVENOE I can't die  I have a lunch date with rocio coming up plus some new shoes UGH!,Traurigkeit,@Ogvenoe Ich kann nicht sterben Ich habe ein Mittagessen mit Rocio und ein paar neue Schuhe ugh!
worry,trying to figure it out,Angst,"versuchen, es herauszufinden"
neutral,@oiram16 orralle.. have fun,Unklar,@Oiram16 Orralle .. viel Spaß
worry,"@BrennaRE Oh yes..i think almost every Tuesday in June. Which dresss, I just bought one, then felt guilty and took it back",Angst,"@Brennare oh ja ... ich denke fast jeden Dienstag im Juni.Welche Kleider, ich habe gerade einen gekauft, fühlte mich dann schuldig und nahm es zurück"
neutral,Boreedd,Unklar,Geboren
neutral,"@amandab_4 Morning, just checking you can still find your Twhirl",Unklar,"@amandab_4 Morgen, überprüfe nur, dass Sie Ihr Twhirl immer noch finden können"
worry,@msfeather24 You're the one getting married on me,Angst,"@msfeather24 Du bist derjenige, der mit mir heiratet"
sadness,is on twitter for the second day running. This is what study leave does to me! If only my car were in one piece,Traurigkeit,"ist für den zweiten Tag auf Twitter.Das ist, was mir der Studienurlaub macht!Wenn nur mein Auto in einem Stück wäre"
surprise,@nessalh boo... i was hoping for a fake alien story with a tinfoil covered beachball photo,Überraschung,@nessalh Boo ... Ich hatte auf eine falsche außerirdische Geschichte mit einem mit Alufolie bedeckten Beachball -Foto gehofft
neutral,enjoyed Country Style Mince with Mash for dinner &amp; is now drowning it in 2006 Nussdorfer Herrenberg (Produced &amp; Bottled in Germany),Unklar,genossen Country Style Mince mit Mash zum Abendessen & amp;Ertränkt es jetzt 2006 Nussdorfer Herrenberg (produziert und amp; in Deutschland in Flaschen)
sadness,It's too hot to be sat in an office!  I wanna be out in the sun shineeeee.,Traurigkeit,"Es ist zu heiß, um in einem Büro zu sitzen!Ich möchte draußen in der Sun Shineeeee sein."
neutral,@PeterPaega You better believe it!  @tigers09champs and I wouldn't miss it for the world!,Unklar,@Peterpaega du glaubst es besser!@Tigers09Champs und ich würde es nicht für die Welt verpassen!
happiness,Lan Poker is so much fun!!!!  Someone help me remember ki compre chal raha hai abhi!!!!,Freude,Len Poker macht so viel Spaß !!!!Die Kleidung von Rememeber wird gerade in Samavan HILFE stattfinden !!!!
