sentence_de,emotion_de,emotion_en,sentence_en
"Computer und künstliche Intelligenz machen Arbeit, viel Arbeit. Sie ist schlecht bezahlt – und das KI-Prekariat bleibt unsichtbar",Überraschung,surprise,"Computers and artificial intelligence do work, a lot of work.She is poorly paid-and the AI preciate remains invisible"
Wütende Fussgänger-Verbände und fehlende Gesetze – weshalb die Post in Zürich mit autonomen Lieferrobotern aufgelaufen ist,Antizipation,enthusiasm,Angry pedestrian associations and missing laws-which is why the post office in Zurich has run up with autonomous delivery robots
So werden wir 140 Jahre alt,Antizipation,enthusiasm,So we will be 140 years old
Der Bitcoin erhält einen Vorgeschmack auf die Regulierung,Überraschung,surprise,The Bitcoin receives a foretaste of the regulation
Die FDP-Basis will in der Klimapolitik auch staatliche Eingriffe – trotz Bekenntnis zur Eigenverantwortung,Überraschung,surprise,"In climate policy, the FDP base also wants governmental interventions-despite commitment to personal responsibility"
Wie ein Deutscher in Zürich das Verbot der Sterbehilfe in seiner Heimat umgeht,Überraschung,surprise,How a German in Zurich deals with the ban on euthanasia in his home country
Japaner testen die 4-Tage-Woche,Freude,happiness,Japanese test the 4-day week
Landsgemeinde lehnt Burkaverbot ab,Vertrauen,love,Landsgemeinde rejects burqa ban
Sie will als Frau laufen – ungeachtet ihres Testosteronspiegels,Antizipation,enthusiasm,She wants to run as a woman - regardless of her testosterone level
Jetzt auch Dürre im Portemonnaie?,Antizipation,enthusiasm,Now also drought in your wallet?
UNO fordert von Irland Änderung des Abtreibungsgesetzes,Traurigkeit,sadness,UNI calls to change the Abortion Act of Ireland
"Influenza, Vierfachimpfstoff und Wirksamkeit: Die wichtigsten Fakten zur diesjährigen Grippeimpfung",Vertrauen,love,"Influenza, quadruple vaccine and effectiveness: The most important facts about this year's flu vaccination"
Wie es um den Fortschritt bei der Energiewende steht,Unklar,neutral,How it is about progress in the energy transition
Hooligan-Alarm in Basel!,Antizipation,enthusiasm,Hooligan-Alarm in Basel!
Glückspilz sahnt dank Steuer-Rückzahlung im Casino ab,Freude,happiness,Glückspilz seeds off in the casino thanks to the tax repayment
Chinesischer Technologieriese Huawei trotz Gegenwind,Ärger,anger,Chinese technology giant Huawei despite headwind
Stehen China und die USA vor einem bewaffneten Konflikt?,Antizipation,enthusiasm,Are China and the United States facing an armed conflict?
Herausforderung für die Bildung: Digitalisierung und Migration,Unklar,neutral,Challenge for Education: Digitization and Migration
Mehr als 1000 russische Athleten in Doping-Skandal verwickelt!,Ärger,anger,More than 1000 Russian athletes involved in doping scandal!
Verschlafen die Banken die Digitalisierung?,Überraschung,surprise,Do the banks sleepy digitization?
«Kann den Trophäenkult nicht nachvollziehen»,Traurigkeit,sadness,"""Can't understand the trophy cult"""
Kapitalismus fürs Klima: Die Jugend hat recht,Antizipation,enthusiasm,Capitalism for the climate: Youth is right
"Ein WC für Frau, Mann und Batman",Antizipation,enthusiasm,"A toilet for women, man and Batman"
Wieso plötzlich alle in Deutschland den Mindestlohn toll finden,Ärger,anger,Why suddenly everyone in Germany finds the minimum wage great
«Frauenquote? Brauchen wir nicht!»,Freude,happiness,"«Women's quota?We do not need!"""
Pauschaltarife wie das GA und die Autobahnvignette gehören abgeschafft,Antizipation,enthusiasm,Flat rates such as the GA and the motorway vignette should be abolished
Tausende Abtreibungsgegner gehen in Spanien auf die Strasse,Antizipation,enthusiasm,Thousands of opponents of abortion go on the road in Spain
AHV-Reform belastet vor allem die Jungen,Traurigkeit,sadness,AHV reform is particularly stressful for the boys
Das Parlament ist noch immer weitgehend ein Männerklub – bei den Wahlen 2019 soll sich das ändern,Überraschung,surprise,The parliament is still largely a men's club - in the 2019 elections that should change
Gewalttätige Männer entzweien linke Frauen,Ärger,anger,Violent men withdrawal left women
Klimawandel? Mir fehlt der Glaube,Unklar,neutral,Climate change?I lack belief
Die Trends und Herausforderungen im Steuerbereich,Überraschung,surprise,The trends and challenges in the tax area
Regierung will keine Extrawurst für Stadt-Läden,Antizipation,enthusiasm,Government does not want an extra sausage for city shops
Begreifen die Autofahrer es endlich?,Angst,worry,Do the drivers finally understand it?
Nationalratskommission gegen CO2-Abgabe auf Flugtickets,Antizipation,enthusiasm,National Council Commission against CO2 tax on flight tickets
Hormone sind schuld!,Traurigkeit,sadness,Hormones are to blame!
Vertreibt die EU Google aus der Schweiz?,Antizipation,enthusiasm,Does the EU sell Google from Switzerland?
Kraftwerke sollen CO2 im Inland kompensieren,Antizipation,enthusiasm,Power plants are supposed to compensate for CO2 in Germany
UBS startet Hotline für Opfer von sexueller Belästigung,Vertrauen,love,UBS starts hotline for victims of sexual harassment
Randalierer droht Gefängnis,Vertrauen,love,Rioter threatens prison
Nach Globegarden-Fall: Weshalb Bürgerliche genau das Gegenteil von strengeren Vorschriften in der externen Kinderbetreuung fordern,Antizipation,enthusiasm,After globe garden case: why bourgeoisies are demanding the opposite of stricter regulations in external childcare
Des Bischofs rechte Hand will die «Staatskirche» abschaffen – und verärgert viele Mitkatholiken,Antizipation,enthusiasm,The “State Church” wants to abolish the bishop's right hand - and annoys many fellow Catholics
Lidl zahlt 100 Franken mehr Mindestlohn,Vertrauen,love,Lidl pays 100 francs more minimum wages
Keine Besteuerung von Flugtreibstoffen,Antizipation,enthusiasm,No taxation of flight fuel
Datenschutzoptionen bei Google nun einfacher zu bedienen,Vertrauen,love,Data protection options on Google now easier to use
Die grossen Festspiele der Dopingsünder?,Überraschung,surprise,The big festival of the doping sinners?
Kantone sparen 381 Millionen Franken bei der Bildung,Traurigkeit,sadness,Cantons save CHF 381 million in education
Warum so viele Influencer werden wollen,Antizipation,enthusiasm,Why want so many influencers
"Das CO2-Gesetz leistet einiges, doch nicht alles",Antizipation,enthusiasm,"The CO2 law does a lot, but not everything"
Googles China-Pläne sorgen für Widerstand unter den Mitarbeitern,Überraschung,surprise,Google's China plans provide resistance among the employees
«Buzz» Aldrin veröffenlicht Einfuhr-Formular für Mondstaub,Unklar,neutral,"""Buzz"" Aldrin publishes import form for moon dust"
Wendet sich die Stimmung gegen den Computerspielsektor?,Angst,worry,Is the mood against the computer game sector?
So werden wir 140 Jahre alt,Überraschung,surprise,So we will be 140 years old
Die Öffnung der Ehe für schwule und lesbische Paare ist überfällig,Antizipation,enthusiasm,The opening of the marriage for gays and lesbian couples is overdue
US-Justizministerium wirft Fergusons Polizei Rassismus vor,Ekel,hate,US Ministry of Justice accuses Ferguson's police racism
Emotional bereits ausgestiegen,Antizipation,enthusiasm,Already emotionally got out
Späte Beichte bringt Google mächtig Ärger,Überraschung,surprise,Late confession brings Google a lot of trouble
Eigenverantwortung nur für die anderen,Angst,worry,Personal responsibility only for the others
Statt ein Basiseinkommen will Finnland nun eine Sozialpauschale testen,Überraschung,surprise,"Instead of a basic income, Finland now wants to test a social flat rate"
US-Justizministerium wirft Fergusons Polizei Rassismus vor,Ärger,anger,US Ministry of Justice accuses Ferguson's police racism
Ist Staatsverschuldung eine Frage der Staatsräson oder das Ergebnis von Verteilungskonflikten?,Unklar,neutral,Is public debt a question of the state ranks or the result of distribution conflicts?
Indien macht muslimische «Instant-Scheidung» strafbar,Unklar,neutral,India makes Muslim “instant divorce” punishable
Warum die Schuldenbremse wichtig ist,Unklar,neutral,Why the debt brake is important
"Es fehlen 1,7 Milliarden Dollar",Traurigkeit,sadness,There are no $ 1.7 billion
Dank Genschere ohne Erbschäden ins Leben,Antizipation,enthusiasm,Thanks to gene scissors without inheritance damage
Dopingsünder können aufatmen!,Überraschung,surprise,Doping sinners can breathe a sigh of relief!
"USA macht den ersten Schritt, um Kinderehen zu verbieten",Überraschung,surprise,USA takes the first step to ban children's marriages
Dignitas-Chef: Politiker wollen Sterbehilfe verhindern,Ärger,anger,Dignitas boss: politicians want to prevent euthanasia
Die SVP drängt die Schweiz nach links,Antizipation,enthusiasm,The SVP pushes Switzerland to the left
Befragte lehnen die Reform der Altersvorsorge knapp ab,Unklar,neutral,Referred people narrowly reject the reform of old -age provision
"Es gibt immer noch Wege, die globale Erwärmung auf 1,5 Grad zu begrenzen. Ein Apollo-Programm tut not",Unklar,neutral,There are still ways to limit global warming to 1.5 degrees.An Apollo program is necessary
Zuwanderung: Schweiz bis nach Briten-Referendum in der Zwangspause,Antizipation,enthusiasm,Immigration: Switzerland to British referendum during the forced break
SP-Nationalrat Nordmann: «Die AKW-Betreiber wollen bloss ihre Beiträge kürzen»,Unklar,neutral,"SP National Councilor Nordmann: ""The nuclear power plants just want to shorten their contributions"""
«Sie können ungestraft töten»,Antizipation,enthusiasm,"""You can kill unpunished"""
Sind Doping-Tests bei Olympia manipulierbar?,Überraschung,surprise,Can doping tests be manipulable at Olympics?
Schwule und Lesben dürfen Stiefkinder adoptieren,Vertrauen,love,Gays and lesbians are allowed to adopt step children
Mehrere US-Staaten stimmen für Legalisierung von Marihuana,Vertrauen,love,Several US states vote for legalization of marijuana
Französischer Wachkomapatient darf sterben,Traurigkeit,sadness,French guard coma patient can die
Wenn das Volk Amazon zu Hilfe eilt,Unklar,neutral,When the people of Amazon hurts to help
Schweizermacher werden von Ausländern überrannt,Unklar,neutral,Swiss makers are overrun by foreigners
Politikversagen – und was dem Klima wirklich hilft,Überraschung,surprise,Political failure - and what really helps the climate
Fünf Rezepte gegen die SVP,Vertrauen,love,Five recipes against the SVP
VBZ testen autonomen Bus,Freude,happiness,VBZ test autonomous bus
Österreichs Bundeskanzler plädiert in China für fairen Welthandel,Freude,happiness,Austria's Chancellor pleads for fair world trade in China
Bundesrat gegen vier Wochen Vaterschaftsurlaub,Traurigkeit,sadness,Federal Council against four weeks of paternity vacation
Initiative für ein bedingungsloses Grundeinkommen lanciert,Vertrauen,love,Initiative for an unconditional basic income launched
Sterbehilfe aus «selbstsüchtigen Beweggründen»?,Traurigkeit,sadness,End of euthanasia for “selfish motivations”?
"Was stimmt am Vorwurf, dass westliche Konzerne die Ostmitteleuropäer ausbeuten?",Antizipation,enthusiasm,What is true of the accusation that western corporations exploit the Eastern Central Europeans?
Ehre für die «Deep Learning Mafia»,Antizipation,enthusiasm,Honor for the “Deep Learning Mafia”
Wie digital soll das Bildungssystem der Zukunft sein?,Vertrauen,love,How digital should the education system of the future be?
Treibt die EU der Schweiz die Subventionitis aus?,Antizipation,enthusiasm,Is the EU drives Switzerland out of subsidy?
Ist das Grundeinkommen gratis zu haben?,Ärger,anger,Is the basic income to have free of charge?
Eine neue Mikrosteuer soll alle anderen Steuern ersetzen,Antizipation,enthusiasm,A new microcary should replace all other taxes
Richter wehren sich gegen höhere Mindeststrafen für Sexualdelikte,Antizipation,enthusiasm,Judges defend themselves against higher minimum sentences for sexual offenses
Dieser Automat macht alle arbeitslos,Antizipation,enthusiasm,This machine makes everyone unemployed
Dignitas-Gründer in Pilotprozess freigesprochen,Unklar,neutral,Dignitas founder acquitted in a pilot process
Experten soll Hooligans an Fussball-EM in Schach halten,Antizipation,enthusiasm,Experts should keep hooligans at bay at football European Chamber
Kuba nimmt Paragrafen zu Ehe für Alle nicht in neue Verfassung auf,Ärger,anger,Cuba increases paragraphs before everyone is in a new constitution
Verdient die Schweiz an der EU?,Überraschung,surprise,Does Switzerland deserve to the EU?
Kinder sind ein Ego-Projekt,Überraschung,surprise,Children are an ego project
Facebook verärgert das Europaparlament,Vertrauen,love,Facebook annoys the European Parliament
Dänemark ist das Vorbild der Geldspielgesetz-Gegner – aber auch dort gibt es Netzsperren,Vertrauen,love,Denmark is the role model of the Geschielpiele law opponents-but there are also network locks there
WWF mahnt Universitäten zu mehr Nachhaltigkeit,Antizipation,enthusiasm,WWF warns universities for more sustainability
Klimaerwärmung: Anmassung von Nicht-wissen-Wollen,Ärger,anger,War heating: Concept of non-knowledge
